time:timestamp,Activity,Resource,case:concept:name,case:variant-index,environment
2010-05-24 10:26:28,Take in charge ticket,6,9,7,1
2010-05-25 15:35:44,Resolve ticket,12,9,7,1
2010-06-09 15:35:56,Closed,5,9,7,1
2010-02-10 08:50:20,Assign seriousness,2,10,1,1
2010-03-19 08:47:06,Take in charge ticket,2,10,1,1
2010-03-19 08:47:13,Resolve ticket,2,10,1,1
2010-04-03 07:47:38,Closed,5,10,1,1
2011-12-21 15:24:41,Assign seriousness,4,11,1,1
2011-12-21 15:25:34,Take in charge ticket,4,11,1,1
2011-12-22 09:55:43,Resolve ticket,4,11,1,1
2012-01-21 15:30:31,Closed,5,11,1,1
2013-03-18 10:47:34,Assign seriousness,4,12,1,1
2013-03-18 15:03:49,Take in charge ticket,2,12,1,1
2013-04-03 07:13:38,Resolve ticket,2,12,1,1
2013-04-18 07:13:53,Closed,3,12,1,1
2012-12-17 09:47:49,Assign seriousness,4,13,1,1
2013-01-02 09:22:43,Take in charge ticket,4,13,1,1
2013-01-04 10:29:36,Resolve ticket,4,13,1,1
2013-01-19 10:29:51,Closed,3,13,1,1
2011-07-05 13:47:08,Assign seriousness,13,14,1,1
2011-07-05 13:47:22,Take in charge ticket,13,14,1,1
2011-07-05 13:52:37,Resolve ticket,13,14,1,1
2011-08-05 13:50:21,Closed,5,14,1,1
2013-02-20 09:58:27,Assign seriousness,2,15,4,1
2013-03-08 08:25:42,Assign seriousness,2,15,4,1
2013-03-08 08:30:43,Take in charge ticket,9,15,4,1
2013-03-08 08:34:08,Resolve ticket,9,15,4,1
2013-03-23 08:34:25,Closed,3,15,4,1
2012-02-22 14:16:52,Assign seriousness,1,16,12,1
2012-02-22 16:14:07,Take in charge ticket,9,16,12,1
2012-02-22 16:23:57,Take in charge ticket,1,16,12,1
2012-02-23 09:47:38,Resolve ticket,9,16,12,1
2012-03-24 14:20:19,Closed,5,16,12,1
2011-10-14 07:10:47,Assign seriousness,1,17,1,1
2011-11-02 16:17:52,Take in charge ticket,2,17,1,1
2011-11-09 13:31:37,Resolve ticket,2,17,1,1
2011-11-24 15:57:55,Closed,5,17,1,1
2013-03-01 16:06:11,Assign seriousness,1,18,6,1
2013-03-18 14:04:03,Take in charge ticket,1,18,6,1
2013-03-19 10:22:40,Resolve ticket,1,18,6,1
2013-03-19 10:22:40,Resolve ticket,1,18,6,1
2013-04-03 09:23:01,Closed,3,18,6,1
2010-07-07 07:54:04,Assign seriousness,2,19,1,1
2010-07-09 10:10:52,Take in charge ticket,7,19,1,1
2010-07-09 10:11:18,Resolve ticket,7,19,1,1
2010-08-07 08:00:22,Closed,5,19,1,1
2013-05-09 07:10:37,Assign seriousness,14,20,2,1
2013-06-04 13:33:01,Take in charge ticket,9,20,2,1
2013-06-10 09:06:43,Wait,9,20,2,1
2013-06-19 09:12:02,Resolve ticket,9,20,2,1
2013-07-04 09:12:15,Closed,3,20,2,1
2011-01-14 15:15:21,Assign seriousness,8,21,1,1
2011-01-27 08:06:37,Take in charge ticket,2,21,1,1
2011-01-27 10:19:15,Resolve ticket,2,21,1,1
2011-02-26 10:19:37,Closed,5,21,1,1
2012-07-23 07:49:04,Assign seriousness,1,22,2,1
2012-07-23 07:49:14,Take in charge ticket,1,22,2,1
2012-07-23 08:51:59,Wait,1,22,2,1
2012-08-27 10:05:23,Resolve ticket,1,22,2,1
2012-09-11 10:05:33,Closed,3,22,2,1
2012-12-19 16:33:23,Assign seriousness,13,23,1,1
2013-01-03 08:26:14,Take in charge ticket,2,23,1,1
2013-01-22 15:50:53,Resolve ticket,1,23,1,1
2013-02-06 15:51:06,Closed,3,23,1,1
2010-04-27 09:49:56,Assign seriousness,2,24,1,1
2010-06-08 11:06:56,Take in charge ticket,2,24,1,1
2010-06-08 14:46:16,Resolve ticket,2,24,1,1
2010-06-23 14:46:28,Closed,5,24,1,1
2010-12-30 09:27:17,Assign seriousness,13,25,1,1
2010-12-30 13:14:04,Take in charge ticket,2,25,1,1
2010-12-30 15:16:35,Resolve ticket,2,25,1,1
2011-02-16 09:30:28,Closed,5,25,1,1
2011-03-31 07:28:47,Assign seriousness,2,26,3,1
2011-03-31 07:31:59,Take in charge ticket,2,26,3,1
2011-03-31 08:39:41,Wait,2,26,3,1
2011-03-31 11:00:28,Take in charge ticket,2,26,3,1
2011-03-31 11:00:41,Resolve ticket,2,26,3,1
2011-05-05 09:50:46,Closed,5,26,3,1
2011-11-24 14:02:16,Assign seriousness,1,27,1,1
2011-11-24 14:02:35,Take in charge ticket,1,27,1,1
2011-12-12 09:04:47,Resolve ticket,13,27,1,1
2011-12-27 09:05:04,Closed,5,27,1,1
2013-10-25 15:53:59,Assign seriousness,9,28,55,1
2013-10-25 15:54:05,Take in charge ticket,9,28,55,1
2013-10-25 15:54:12,Create SW anomaly,9,28,55,1
2013-10-25 15:54:23,Require upgrade,9,28,55,1
2013-11-14 15:55:48,Require upgrade,1,28,55,1
2013-12-23 08:08:05,Resolve ticket,1,28,55,1
2012-07-30 10:07:32,Assign seriousness,1,29,1,1
2012-07-30 10:07:40,Take in charge ticket,1,29,1,1
2012-07-30 12:29:40,Resolve ticket,1,29,1,1
2012-09-14 10:10:38,Closed,5,29,1,1
2011-01-21 09:47:20,Assign seriousness,2,30,1,1
2011-02-07 09:19:45,Take in charge ticket,2,30,1,1
2011-02-10 09:01:20,Resolve ticket,2,30,1,1
2011-02-25 09:01:35,Closed,5,30,1,1
2013-04-15 12:41:20,Assign seriousness,4,31,45,1
2013-04-18 07:06:11,Take in charge ticket,9,31,45,1
2013-04-18 07:18:02,Create SW anomaly,9,31,45,1
2013-04-18 07:18:23,Require upgrade,9,31,45,1
2013-05-15 13:30:39,Resolve ticket,9,31,45,1
2013-05-30 13:31:00,Closed,3,31,45,1
2011-04-27 07:38:44,Assign seriousness,8,32,1,1
2011-04-27 12:46:13,Take in charge ticket,8,32,1,1
2011-04-28 08:18:08,Resolve ticket,2,32,1,1
2011-06-04 07:40:30,Closed,5,32,1,1
2013-04-29 13:22:48,Assign seriousness,14,33,1,1
2013-05-14 14:53:46,Take in charge ticket,14,33,1,1
2013-05-15 10:19:05,Resolve ticket,14,33,1,1
2013-05-30 10:19:20,Closed,3,33,1,1
2013-06-11 13:56:40,Assign seriousness,14,34,14,1
2013-06-25 10:42:45,Take in charge ticket,14,34,14,1
2013-06-25 10:43:50,Wait,14,34,14,1
2013-06-26 13:27:04,Wait,9,34,14,1
2013-07-05 10:18:32,Resolve ticket,9,34,14,1
2013-07-20 10:18:42,Closed,3,34,14,1
2012-01-18 08:15:30,Assign seriousness,1,35,5,1
2012-01-18 09:46:37,Resolve ticket,1,35,5,1
2012-03-10 08:20:43,Closed,5,35,5,1
2011-06-29 10:06:48,Assign seriousness,2,36,1,1
2011-06-30 12:58:23,Take in charge ticket,6,36,1,1
2011-07-05 07:32:43,Resolve ticket,6,36,1,1
2011-07-30 10:10:20,Closed,5,36,1,1
2011-02-10 11:13:07,Assign seriousness,8,37,92,1
2011-02-10 11:13:33,Take in charge ticket,8,37,92,1
2011-02-10 15:20:02,Resolve ticket,9,37,92,1
2011-03-02 13:23:58,Resolve ticket,2,37,92,1
2011-03-02 13:24:07,Take in charge ticket,2,37,92,1
2011-03-02 15:27:52,Wait,2,37,92,1
2011-03-04 09:37:50,Take in charge ticket,2,37,92,1
2011-03-04 09:37:55,Resolve ticket,2,37,92,1
2011-04-03 08:38:21,Closed,5,37,92,1
2012-03-20 07:57:45,Assign seriousness,4,38,1,1
2012-03-20 07:58:15,Take in charge ticket,4,38,1,1
2012-03-20 08:18:56,Resolve ticket,4,38,1,1
2012-04-21 16:00:36,Closed,5,38,1,1
2013-08-29 11:05:59,Assign seriousness,14,39,2,1
2013-09-11 12:57:48,Take in charge ticket,2,39,2,1
2013-09-12 09:46:36,Wait,4,39,2,1
2013-09-27 09:50:58,Resolve ticket,4,39,2,1
2013-10-12 09:51:11,Closed,3,39,2,1
2012-08-09 12:13:03,Assign seriousness,4,40,1,1
2012-08-09 12:13:29,Take in charge ticket,4,40,1,1
2012-08-09 12:46:00,Resolve ticket,13,40,1,1
2012-09-12 12:20:25,Closed,5,40,1,1
2010-12-14 10:44:26,Assign seriousness,14,41,1,1
2010-12-14 10:44:57,Take in charge ticket,14,41,1,1
2010-12-14 10:45:12,Resolve ticket,14,41,1,1
2011-01-27 10:50:31,Closed,5,41,1,1
2011-06-16 12:23:39,Assign seriousness,8,42,1,1
2011-06-16 12:51:05,Take in charge ticket,8,42,1,1
2011-06-16 13:39:51,Resolve ticket,8,42,1,1
2011-07-30 12:30:33,Closed,5,42,1,1
2012-04-10 08:56:32,Assign seriousness,1,43,1,1
2012-04-10 09:27:27,Take in charge ticket,4,43,1,1
2012-04-10 10:53:28,Resolve ticket,4,43,1,1
2012-05-26 09:00:20,Closed,5,43,1,1
2010-11-29 16:09:19,Assign seriousness,2,44,1,1
2010-11-29 16:19:59,Take in charge ticket,2,44,1,1
2010-11-29 16:20:51,Resolve ticket,2,44,1,1
2010-12-31 16:10:28,Closed,5,44,1,1
2012-01-20 14:08:14,Assign seriousness,9,45,1,1
2012-01-25 11:46:19,Take in charge ticket,9,45,1,1
2012-03-02 10:40:59,Resolve ticket,9,45,1,1
2012-03-17 10:41:18,Closed,5,45,1,1
2012-11-14 14:33:17,Assign seriousness,1,46,28,1
2012-11-15 13:33:28,Take in charge ticket,2,46,28,1
2012-11-15 13:33:59,Take in charge ticket,12,46,28,1
2012-11-16 11:37:21,Wait,12,46,28,1
2012-12-14 14:20:49,Resolve ticket,12,46,28,1
2012-12-29 14:21:03,Closed,3,46,28,1
2011-05-25 09:48:18,Assign seriousness,8,47,1,1
2011-05-25 09:48:43,Take in charge ticket,8,47,1,1
2011-05-30 15:04:34,Resolve ticket,15,47,1,1
2011-07-01 09:50:37,Closed,5,47,1,1
2010-12-01 13:42:59,Insert ticket,12,48,7,1
2010-12-02 14:07:33,Assign seriousness,2,48,7,1
2010-12-02 14:07:41,Take in charge ticket,2,48,7,1
2010-12-02 14:08:33,Resolve ticket,2,48,7,1
2011-01-01 14:08:51,Closed,5,48,7,1
2011-11-25 14:33:54,Assign seriousness,2,49,2,1
2011-11-25 14:47:48,Take in charge ticket,2,49,2,1
2011-11-29 14:47:35,Wait,2,49,2,1
2011-12-02 16:25:57,Resolve ticket,2,49,2,1
2012-01-07 16:20:26,Closed,5,49,2,1
2012-01-16 10:53:01,Assign seriousness,4,50,6,1
2012-01-16 10:59:51,Take in charge ticket,4,50,6,1
2012-01-16 16:37:54,Resolve ticket,4,50,6,1
2012-01-16 16:37:55,Resolve ticket,4,50,6,1
2012-02-16 11:00:57,Closed,5,50,6,1
2012-06-13 13:55:36,Assign seriousness,4,51,2,1
2012-06-14 07:07:06,Take in charge ticket,4,51,2,1
2012-06-15 07:16:27,Wait,10,51,2,1
2012-07-02 09:41:04,Resolve ticket,10,51,2,1
2012-07-18 07:30:21,Closed,5,51,2,1
2012-07-26 15:18:26,Assign seriousness,13,52,1,1
2012-07-26 15:18:35,Take in charge ticket,13,52,1,1
2012-07-27 10:46:28,Resolve ticket,13,52,1,1
2012-09-12 15:20:55,Closed,5,52,1,1
2010-10-14 13:53:13,Assign seriousness,2,53,16,1
2010-10-15 13:02:36,Take in charge ticket,14,53,16,1
2010-10-28 15:12:55,Wait,12,53,16,1
2010-10-28 15:12:55,Wait,12,53,16,1
2010-10-29 13:42:01,Take in charge ticket,12,53,16,1
2010-11-04 08:48:12,Resolve ticket,2,53,16,1
2010-12-04 08:48:57,Closed,5,53,16,1
2013-11-07 08:20:59,Assign seriousness,1,54,1,1
2013-11-29 09:10:50,Take in charge ticket,2,54,1,1
2013-12-02 16:14:22,Resolve ticket,2,54,1,1
2013-12-17 16:14:40,Closed,3,54,1,1
2011-10-26 15:51:42,Assign seriousness,4,55,2,1
2011-10-31 15:19:03,Take in charge ticket,9,55,2,1
2011-11-07 08:44:52,Wait,9,55,2,1
2011-11-21 08:21:23,Resolve ticket,9,55,2,1
2011-12-06 08:21:36,Closed,5,55,2,1
2012-01-30 11:32:58,Assign seriousness,2,56,5,1
2012-01-30 11:33:23,Resolve ticket,2,56,5,1
2012-03-14 11:40:25,Closed,5,56,5,1
2010-10-29 09:39:23,Assign seriousness,6,57,1,1
2010-11-02 14:56:13,Take in charge ticket,6,57,1,1
2010-11-02 15:39:05,Resolve ticket,6,57,1,1
2010-11-30 10:40:55,Closed,5,57,1,1
2012-11-16 15:49:30,Assign seriousness,1,58,93,1
2012-11-16 15:49:51,Create SW anomaly,1,58,93,1
2012-11-28 13:50:07,Require upgrade,2,58,93,1
2012-12-17 09:55:05,Resolve ticket,2,58,93,1
2013-01-01 09:55:26,Closed,3,58,93,1
2012-03-28 12:28:37,Assign seriousness,1,59,6,1
2012-03-28 12:28:47,Take in charge ticket,1,59,6,1
2012-03-28 15:32:57,Resolve ticket,1,59,6,1
2012-03-28 15:32:57,Resolve ticket,1,59,6,1
2012-04-28 12:30:17,Closed,5,59,6,1
2011-04-06 15:35:49,Assign seriousness,13,60,3,1
2011-04-06 15:36:04,Take in charge ticket,13,60,3,1
2011-04-07 15:41:23,Wait,13,60,3,1
2011-04-13 08:49:14,Take in charge ticket,2,60,3,1
2011-04-13 08:49:22,Resolve ticket,2,60,3,1
2011-05-28 08:50:26,Closed,5,60,3,1
2011-09-16 07:04:39,Assign seriousness,1,61,1,1
2011-09-16 07:18:12,Take in charge ticket,10,61,1,1
2011-09-16 15:04:46,Resolve ticket,10,61,1,1
2011-11-10 08:10:45,Closed,5,61,1,1
2012-05-28 15:16:47,Assign seriousness,4,62,5,1
2012-05-28 15:18:27,Resolve ticket,4,62,5,1
2012-07-26 15:20:39,Closed,5,62,5,1
2013-03-06 15:05:09,Assign seriousness,4,63,1,1
2013-03-22 08:58:01,Take in charge ticket,9,63,1,1
2013-03-22 09:34:16,Resolve ticket,9,63,1,1
2013-04-06 08:34:35,Closed,3,63,1,1
2011-04-14 15:54:28,Assign seriousness,13,64,94,1
2011-04-14 15:54:46,Assign seriousness,13,64,94,1
2011-04-15 10:41:19,Wait,11,64,94,1
2011-04-27 10:30:04,Take in charge ticket,2,64,94,1
2011-04-27 10:30:13,Wait,2,64,94,1
2011-05-06 09:42:13,Take in charge ticket,11,64,94,1
2011-05-06 09:42:28,Resolve ticket,11,64,94,1
2011-05-21 09:42:52,Closed,5,64,94,1
2013-02-13 13:41:45,Assign seriousness,4,65,2,1
2013-03-01 09:23:38,Take in charge ticket,2,65,2,1
2013-03-01 10:14:20,Wait,2,65,2,1
2013-03-01 16:01:20,Resolve ticket,2,65,2,1
2013-03-16 16:01:36,Closed,3,65,2,1
2012-06-26 08:46:53,Assign seriousness,2,66,1,1
2012-06-26 08:47:39,Take in charge ticket,13,66,1,1
2012-06-26 13:05:58,Resolve ticket,13,66,1,1
2012-08-24 15:42:30,Closed,2,66,1,1
2010-12-30 15:03:15,Assign seriousness,13,67,1,1
2011-01-11 08:40:08,Take in charge ticket,2,67,1,1
2011-01-13 11:45:18,Resolve ticket,2,67,1,1
2011-02-12 15:10:46,Closed,5,67,1,1
2012-04-11 14:09:22,Assign seriousness,4,68,1,1
2012-04-11 14:09:45,Take in charge ticket,4,68,1,1
2012-04-12 10:31:37,Resolve ticket,13,68,1,1
2012-05-12 14:10:23,Closed,5,68,1,1
2013-04-05 08:30:22,Assign seriousness,1,69,1,1
2013-04-30 13:27:21,Take in charge ticket,2,69,1,1
2013-04-30 13:32:43,Resolve ticket,9,69,1,1
2013-05-15 13:32:57,Closed,3,69,1,1
2011-06-07 07:34:53,Assign seriousness,8,70,2,1
2011-06-07 07:35:14,Take in charge ticket,8,70,2,1
2011-07-08 08:44:58,Wait,2,70,2,1
2011-07-12 07:00:36,Resolve ticket,2,70,2,1
2011-07-27 07:01:03,Closed,5,70,2,1
2011-11-02 08:20:14,Assign seriousness,4,71,1,1
2011-11-02 08:20:41,Take in charge ticket,4,71,1,1
2011-11-02 09:49:41,Resolve ticket,4,71,1,1
2011-12-07 08:30:27,Closed,5,71,1,1
2011-01-25 13:15:31,Assign seriousness,8,72,1,1
2011-01-25 13:15:58,Take in charge ticket,8,72,1,1
2011-02-14 11:48:42,Resolve ticket,15,72,1,1
2011-03-01 11:48:59,Closed,5,72,1,1
2012-07-31 11:01:15,Assign seriousness,1,73,5,1
2012-07-31 11:02:02,Resolve ticket,1,73,5,1
2012-09-07 11:00:40,Closed,5,73,5,1
2012-02-10 11:42:26,Resolve ticket,13,74,95,1
2012-04-10 09:32:49,Closed,2,74,95,1
2010-03-11 15:15:54,Assign seriousness,2,75,4,1
2010-04-23 07:44:51,Assign seriousness,2,75,4,1
2010-04-23 07:44:59,Take in charge ticket,2,75,4,1
2010-04-23 07:45:04,Resolve ticket,2,75,4,1
2010-05-08 07:45:21,Closed,5,75,4,1
2012-01-10 15:01:36,Assign seriousness,1,76,5,1
2012-01-10 15:58:08,Resolve ticket,1,76,5,1
2012-02-25 15:10:39,Closed,5,76,5,1
2013-09-25 13:32:38,Assign seriousness,14,77,2,1
2013-09-25 13:33:02,Take in charge ticket,14,77,2,1
2013-09-25 14:29:45,Wait,14,77,2,1
2013-10-21 15:09:58,Resolve ticket,14,77,2,1
2013-11-05 16:10:14,Closed,3,77,2,1
2011-11-08 09:18:10,Assign seriousness,6,78,1,1
2011-11-08 09:22:35,Take in charge ticket,6,78,1,1
2011-12-05 16:33:12,Resolve ticket,6,78,1,1
2011-12-20 16:33:29,Closed,5,78,1,1
2013-10-03 07:22:55,Assign seriousness,14,79,14,1
2013-10-04 09:08:21,Take in charge ticket,2,79,14,1
2013-10-07 13:20:44,Wait,2,79,14,1
2013-10-09 07:36:41,Wait,2,79,14,1
2013-11-08 09:26:35,Resolve ticket,2,79,14,1
2013-11-23 09:26:49,Closed,3,79,14,1
2012-08-02 09:22:58,Assign seriousness,13,80,1,1
2012-08-03 12:12:15,Take in charge ticket,13,80,1,1
2012-08-10 10:13:48,Resolve ticket,13,80,1,1
2012-09-09 10:14:13,Closed,5,80,1,1
2010-02-09 08:31:47,Assign seriousness,16,81,16,1
2010-02-09 08:35:12,Take in charge ticket,16,81,16,1
2010-02-09 08:35:26,Wait,16,81,16,1
2010-02-09 08:36:27,Wait,2,81,16,1
2010-02-19 08:31:40,Take in charge ticket,11,81,16,1
2010-02-19 08:32:00,Resolve ticket,11,81,16,1
2010-04-09 07:40:43,Closed,5,81,16,1
2013-10-31 14:55:24,Assign seriousness,9,82,2,1
2013-10-31 15:04:25,Take in charge ticket,9,82,2,1
2013-11-05 14:35:43,Wait,9,82,2,1
2013-11-19 16:09:52,Resolve ticket,9,82,2,1
2013-12-04 16:10:09,Closed,3,82,2,1
2013-07-16 14:19:52,Assign seriousness,1,83,2,1
2013-07-23 08:59:56,Take in charge ticket,1,83,2,1
2013-07-24 08:11:00,Wait,1,83,2,1
2013-08-19 15:22:57,Resolve ticket,1,83,2,1
2013-09-03 15:23:13,Closed,3,83,2,1
2010-12-10 09:15:54,Assign seriousness,14,84,1,1
2010-12-10 09:16:17,Take in charge ticket,14,84,1,1
2010-12-10 09:16:34,Resolve ticket,14,84,1,1
2011-01-12 09:20:47,Closed,5,84,1,1
2011-02-24 17:01:50,Assign seriousness,8,85,1,1
2011-02-24 17:03:45,Take in charge ticket,8,85,1,1
2011-03-04 10:02:13,Resolve ticket,9,85,1,1
2011-04-09 16:00:27,Closed,5,85,1,1
2012-06-12 16:12:48,Assign seriousness,1,86,2,1
2012-06-15 07:27:33,Take in charge ticket,9,86,2,1
2012-06-15 10:00:52,Wait,9,86,2,1
2012-06-18 09:42:02,Resolve ticket,9,86,2,1
2012-07-14 15:40:24,Closed,5,86,2,1
2011-11-14 14:35:55,Assign seriousness,1,87,43,1
2011-11-17 16:58:30,Take in charge ticket,9,87,43,1
2011-11-17 16:59:03,Wait,9,87,43,1
2011-11-25 09:30:07,Resolve ticket,9,87,43,1
2011-11-28 13:50:35,Take in charge ticket,9,87,43,1
2011-11-28 13:59:00,Wait,9,87,43,1
2011-12-07 13:41:18,Resolve ticket,9,87,43,1
2012-01-06 16:20:25,Closed,5,87,43,1
2010-09-24 07:57:49,Assign seriousness,14,88,86,1
2010-09-24 13:43:51,Assign seriousness,7,88,86,1
2010-09-24 13:44:52,Wait,7,88,86,1
2010-10-04 10:48:54,Take in charge ticket,14,88,86,1
2010-10-04 10:49:08,Resolve ticket,14,88,86,1
2010-11-03 11:49:30,Closed,5,88,86,1
2013-02-26 16:56:03,Assign seriousness,1,89,1,1
2013-03-13 16:41:09,Take in charge ticket,2,89,1,1
2013-03-14 15:26:52,Resolve ticket,4,89,1,1
2013-03-29 15:27:15,Closed,3,89,1,1
2010-03-16 07:59:03,Assign seriousness,2,90,1,1
2010-03-17 09:02:03,Take in charge ticket,12,90,1,1
2010-03-17 09:49:51,Resolve ticket,12,90,1,1
2010-04-21 16:00:28,Closed,5,90,1,1
2011-05-24 12:51:35,Assign seriousness,8,91,1,1
2011-05-24 12:52:07,Take in charge ticket,8,91,1,1
2011-05-24 13:36:11,Resolve ticket,2,91,1,1
2011-07-09 13:00:36,Closed,5,91,1,1
2010-03-09 10:09:33,Assign seriousness,2,92,1,1
2010-03-09 10:09:44,Take in charge ticket,2,92,1,1
2010-03-18 09:27:56,Resolve ticket,2,92,1,1
2010-05-02 08:28:46,Closed,5,92,1,1
2012-07-25 07:02:54,Assign seriousness,1,93,1,1
2012-07-30 09:39:04,Take in charge ticket,4,93,1,1
2012-08-02 15:14:07,Resolve ticket,13,93,1,1
2012-09-09 07:10:33,Closed,5,93,1,1
2012-02-08 08:33:56,Assign seriousness,9,94,1,1
2012-02-08 08:34:08,Take in charge ticket,9,94,1,1
2012-02-08 08:34:34,Resolve ticket,9,94,1,1
2012-04-07 07:42:34,Closed,5,94,1,1
2011-09-26 10:27:14,Assign seriousness,1,95,1,1
2011-09-29 13:54:32,Take in charge ticket,1,95,1,1
2011-09-30 09:09:23,Resolve ticket,1,95,1,1
2011-10-27 10:30:27,Closed,5,95,1,1
2012-02-27 16:31:32,Assign seriousness,1,96,6,1
2012-02-28 08:52:59,Take in charge ticket,6,96,6,1
2012-02-29 08:25:13,Resolve ticket,1,96,6,1
2012-02-29 08:25:14,Resolve ticket,1,96,6,1
2012-04-11 15:40:27,Closed,5,96,6,1
2013-04-02 12:26:52,Assign seriousness,2,97,1,1
2013-04-05 16:14:03,Take in charge ticket,10,97,1,1
2013-05-10 09:30:24,Resolve ticket,10,97,1,1
2013-05-25 09:30:42,Closed,3,97,1,1
2012-07-05 12:16:51,Assign seriousness,1,98,1,1
2012-07-05 12:20:39,Take in charge ticket,1,98,1,1
2012-07-09 13:21:24,Resolve ticket,9,98,1,1
2012-08-07 12:20:18,Closed,5,98,1,1
2011-05-11 10:16:32,Assign seriousness,8,99,1,1
2011-05-11 10:17:55,Take in charge ticket,8,99,1,1
2011-05-16 08:33:29,Resolve ticket,13,99,1,1
2011-06-11 10:20:27,Closed,5,99,1,1
2013-04-12 10:25:17,Assign seriousness,1,100,10,1
2013-04-24 10:24:01,Take in charge ticket,9,100,10,1
2013-04-24 15:51:11,Require upgrade,9,100,10,1
2013-05-15 13:21:00,Resolve ticket,2,100,10,1
2013-05-30 13:21:20,Closed,3,100,10,1
2010-06-18 13:47:15,Insert ticket,15,101,7,1
2010-06-18 14:18:15,Assign seriousness,15,101,7,1
2010-06-29 07:35:47,Take in charge ticket,2,101,7,1
2010-06-29 08:33:07,Resolve ticket,2,101,7,1
2010-08-05 13:50:24,Closed,5,101,7,1
2012-01-30 09:09:29,Assign seriousness,4,102,1,1
2012-01-30 09:09:57,Take in charge ticket,4,102,1,1
2012-01-31 08:12:06,Resolve ticket,2,102,1,1
2012-03-16 09:12:11,Closed,5,102,1,1
2010-06-07 07:30:54,Assign seriousness,2,103,96,1
2010-06-07 07:49:10,Assign seriousness,2,103,96,1
2010-06-07 15:16:44,Take in charge ticket,15,103,96,1
2010-06-08 10:37:29,Wait,15,103,96,1
2010-06-09 07:18:05,Take in charge ticket,15,103,96,1
2010-06-09 07:18:28,Create SW anomaly,15,103,96,1
2010-06-16 09:23:07,Resolve ticket,15,103,96,1
2010-07-16 09:23:33,Closed,5,103,96,1
2011-01-27 08:34:59,Assign seriousness,8,104,1,1
2011-01-27 09:32:40,Take in charge ticket,17,104,1,1
2011-01-27 09:34:24,Resolve ticket,17,104,1,1
2011-03-05 08:42:36,Closed,5,104,1,1
2012-11-20 09:00:13,Assign seriousness,1,105,2,1
2012-11-26 16:42:13,Take in charge ticket,2,105,2,1
2012-11-30 09:01:21,Wait,2,105,2,1
2012-12-07 16:04:16,Resolve ticket,2,105,2,1
2012-12-22 16:04:35,Closed,3,105,2,1
2013-02-15 13:12:20,Assign seriousness,1,106,5,1
2013-03-05 08:06:13,Resolve ticket,1,106,5,1
2013-03-20 08:06:31,Closed,3,106,5,1
2013-10-30 13:25:20,Assign seriousness,18,107,2,1
2013-10-31 14:48:10,Take in charge ticket,2,107,2,1
2013-11-15 08:31:41,Wait,2,107,2,1
2013-11-18 08:20:45,Resolve ticket,2,107,2,1
2013-12-03 08:20:56,Closed,3,107,2,1
2011-01-12 11:28:16,Assign seriousness,13,108,1,1
2011-01-24 09:21:26,Take in charge ticket,12,108,1,1
2011-01-26 08:12:39,Resolve ticket,12,108,1,1
2011-02-25 08:13:02,Closed,5,108,1,1
2010-09-24 15:35:31,Assign seriousness,14,109,3,1
