time:timestamp,Activity,Resource,case:concept:name,case:variant-index,time_delta,environment,generalization_value,invariant
2012-01-05 15:09:00,Accepted-Wait,Tomas,1-236817141,37,0.0004861111111111111,1,200,20
2008-11-13 10:43:32,Accepted-In Progress,Juan,1-270399977,80,0.0,1,150,15
2012-01-30 11:56:24,Accepted-In Progress,Juan,1-270399977,80,1173.0506018518518,1,150,15
2012-01-30 12:12:05,Accepted-In Progress,Juan,1-270399977,80,0.010891203703703703,1,150,15
2012-02-16 15:52:16,Queued-Awaiting Assignment,Earl,1-270399977,80,17.152905092592594,1,150,15
2012-02-16 16:09:17,Accepted-In Progress,Juan,1-270399977,80,0.011817129629629629,1,150,15
2012-02-16 16:09:43,Queued-Awaiting Assignment,Earl,1-270399977,80,0.00030092592592592595,1,150,15
2012-02-16 16:10:10,Accepted-In Progress,Juan,1-270399977,80,0.0003125,1,150,15
2012-03-19 10:26:32,Queued-Awaiting Assignment,Juan,1-270399977,80,31.76136574074074,1,150,15
2008-11-13 12:01:04,Accepted-In Progress,Tomas,1-270427461,23,0.0,1,200,20
2009-12-02 15:24:35,Accepted-Wait,Tomas,1-270427461,23,384.14133101851854,1,200,20
2011-11-14 16:57:27,Accepted-In Progress,Tomas,1-270427461,23,712.0644907407408,1,200,20
2012-01-18 11:17:14,Accepted-In Progress,Carrie,1-270427461,23,64.76373842592592,1,200,20
2012-01-18 11:19:21,Accepted-Wait,Carrie,1-270427461,23,0.0014699074074074074,1,200,20
2009-06-25 10:47:52,Accepted-In Progress,Mats,1-310231291,4,0.0,1,200,20
2012-03-28 14:10:36,Accepted-In Progress,Mats,1-310231291,4,1007.1407870370371,1,200,20
2012-03-28 14:12:08,Accepted-Wait,Mats,1-310231291,4,0.0010648148148148149,1,200,20
2009-08-11 09:44:51,Accepted-In Progress,Per,1-316086072,81,0.0,1,150,15
2009-08-11 09:55:12,Queued-Awaiting Assignment,Per,1-316086072,81,0.0071875,1,150,15
2009-08-11 13:01:25,Accepted-Assigned,Per,1-316086072,81,0.12931712962962963,1,150,15
2010-05-18 13:35:53,Queued-Awaiting Assignment,Per,1-316086072,81,280.02393518518517,1,150,15
2010-06-16 13:00:32,Accepted-In Progress,Tony,1-316086072,81,28.97545138888889,1,150,15
2011-10-01 23:40:28,Accepted-Wait,Tony,1-316086072,81,472.44439814814814,1,150,15
2011-12-07 13:41:00,Queued-Awaiting Assignment,Tony,1-316086072,81,66.5837037037037,1,150,15
2012-02-15 13:01:20,Accepted-In Progress,Reza,1-316086072,81,69.9724537037037,1,150,15
2012-02-19 22:57:21,Queued-Awaiting Assignment,Reza,1-316086072,81,4.413900462962963,1,150,15
2009-09-07 15:33:24,Accepted-In Progress,Richard,1-320604521,42,0.0,1,200,20
2009-09-14 12:37:50,Unmatched-Unmatched,Richard,1-320604521,42,6.878078703703704,1,200,20
2012-04-30 13:21:43,Accepted-Wait,Richard,1-320604521,42,959.0304745370371,1,200,20
2009-09-16 23:42:12,Queued-Awaiting Assignment,Adam,1-322204195,82,0.0,1,50,15
2009-09-28 12:26:19,Accepted-In Progress,Adam,1-322204195,82,11.530636574074075,1,50,15
2009-09-28 12:26:30,Accepted-Wait,Adam,1-322204195,82,0.0001273148148148148,1,50,15
2010-04-08 13:09:22,Queued-Awaiting Assignment,Adam,1-322204195,82,192.02976851851852,1,50,15
2010-04-08 13:11:51,Queued-Awaiting Assignment,Adam,1-322204195,82,0.001724537037037037,1,50,15
2010-04-12 11:05:58,Accepted-In Progress,Adam,1-322204195,82,3.9125810185185186,1,50,15
2010-04-12 11:10:24,Accepted-Wait,Adam,1-322204195,82,0.0030787037037037037,1,50,15
2011-10-18 17:09:14,Accepted-In Progress,Adam,1-322204195,82,554.2491898148148,1,50,15
2012-05-24 11:02:19,Accepted-Wait,Adam,1-322204195,82,218.74519675925927,1,50,15
2012-05-24 12:03:31,Queued-Awaiting Assignment,Adam,1-322204195,82,0.0425,1,50,15
2009-09-18 13:50:02,Accepted-In Progress,Stefan,1-322581861,42,0.0,1,100,10
2009-11-17 15:07:38,Unmatched-Unmatched,Stefan,1-322581861,42,60.05388888888889,1,100,10
2012-03-13 12:53:35,Accepted-Assigned,Stefan,1-322581861,42,846.9069097222222,1,100,10
2009-09-21 15:13:43,Accepted-In Progress,Kerstin,1-322980802,1,0.0,1,150,15
2012-02-07 14:22:11,Queued-Awaiting Assignment,Kerstin,1-322980802,1,868.964212962963,1,150,15
2009-09-22 15:22:05,Accepted-In Progress,Reine,1-323264491,10,0.0,1,50,5
2009-09-22 15:25:17,Accepted-Assigned,Reine,1-323264491,10,0.0022222222222222222,1,50,5
2012-05-24 11:57:49,Completed-Closed,Reine,1-323264491,10,974.8559259259259,1,50,5
2009-09-23 12:52:27,Accepted-In Progress,Rajashekar,1-323462732,83,0.0,1,50,5
2010-01-04 10:00:17,Accepted-Assigned,Rajashekar,1-323462732,83,102.88043981481482,1,50,5
2010-03-17 17:36:20,Accepted-In Progress,Rajashekar,1-323462732,83,72.31670138888889,1,50,5
2010-11-09 13:35:55,Accepted-Assigned,Rajashekar,1-323462732,83,236.8330439814815,1,50,5
2010-11-09 15:20:48,Accepted-In Progress,Rajashekar,1-323462732,83,0.07283564814814815,1,50,5
2012-03-30 09:00:47,Accepted-In Progress,Kalpesh,1-323462732,83,506.73609953703703,1,50,5
2012-03-30 09:05:44,Accepted-Assigned,Tise,1-323462732,83,0.0034375,1,50,5
2012-04-19 11:01:14,Accepted-In Progress,TulasiPrasad,1-323462732,83,20.080208333333335,1,50,5
2012-04-19 11:01:38,Completed-Closed,TulasiPrasad,1-323462732,83,0.0002777777777777778,1,50,5
2009-10-14 19:12:54,Accepted-In Progress,Carrie,1-327329880,23,0.0,1,50,5
2009-12-02 15:24:37,Accepted-Wait,Carrie,1-327329880,23,48.84146990740741,1,50,5
2011-09-02 01:22:08,Accepted-In Progress,Carrie,1-327329880,23,638.4149421296296,1,50,5
2012-02-01 10:46:54,Accepted-In Progress,Carrie,1-327329880,23,152.39219907407409,1,50,5
2012-02-01 10:46:57,Completed-Closed,Carrie,1-327329880,23,3.472222222222222e-05,1,50,5
2009-10-26 15:47:10,Accepted-Wait,Henrik,1-329451027,84,0.0,1,50,5
2009-10-27 10:57:26,Unmatched-Unmatched,Henrik,1-329451027,84,0.7987962962962963,1,50,5
2010-03-02 14:44:22,Queued-Awaiting Assignment,Henrik,1-329451027,84,126.1575925925926,1,50,5
2010-03-02 14:46:10,Accepted-In Progress,Katarzyna,1-329451027,84,0.00125,1,50,5
2010-03-02 14:46:18,Accepted-Wait,Katarzyna,1-329451027,84,9.259259259259259e-05,1,50,5
2011-04-11 10:10:20,Accepted-Assigned,Damian,1-329451027,84,404.8083564814815,1,50,5
2011-04-11 10:11:48,Accepted-Assigned,Katarzyna,1-329451027,84,0.0010185185185185184,1,50,5
2011-11-28 09:21:27,Accepted-Wait,Katarzyna,1-329451027,84,230.9650347222222,1,50,5
2012-03-30 11:53:50,Accepted-In Progress,Katarzyna,1-329451027,84,123.10582175925926,1,50,5
2012-03-30 11:53:53,Completed-Closed,Katarzyna,1-329451027,84,3.472222222222222e-05,1,50,5
2009-10-27 10:42:40,Accepted-In Progress,Henrik,1-329647261,85,0.0,1,200,20
2009-10-27 10:42:49,Accepted-Wait,Henrik,1-329647261,85,0.00010416666666666667,1,200,20
2011-04-11 10:12:04,Accepted-Assigned,Damian,1-329647261,85,301.4444560185185,1,200,20
2010-03-02 14:44:26,Accepted-In Progress,Ricardo,1-329647261,85,0.0004976851851851852,1,200,20
2010-03-03 09:04:11,Accepted-In Progress,Katarzyna,1-329647261,85,0.7637152777777778,1,200,20
2010-06-13 23:32:03,Accepted-Wait,Katarzyna,1-329647261,85,102.60268518518518,1,200,20
2010-03-02 14:43:43,Queued-Awaiting Assignment,Henrik,1-329647261,85,126.16729166666667,1,200,20
2011-11-23 12:55:39,Accepted-Wait,Damian,1-329647261,85,226.11359953703703,1,200,20
2012-01-19 09:55:41,Accepted-Wait,Damian,1-329647261,85,56.875023148148145,1,200,20
2009-10-30 14:49:04,Accepted-In Progress,Henrik,1-330634474,86,0.0,1,150,15
2009-10-30 14:57:13,Accepted-Assigned,Henrik,1-330634474,86,0.005659722222222222,1,150,15
2010-03-02 14:43:50,Queued-Awaiting Assignment,Henrik,1-330634474,86,122.99070601851852,1,150,15
2010-03-02 14:45:25,Accepted-In Progress,Katarzyna,1-330634474,86,0.001099537037037037,1,150,15
2010-03-02 14:45:37,Accepted-Wait,Katarzyna,1-330634474,86,0.0001388888888888889,1,150,15
2012-03-30 11:54:30,Queued-Awaiting Assignment,Katarzyna,1-330634474,86,758.8811689814814,1,150,15
2009-11-04 09:07:28,Accepted-In Progress,Roger,1-331478885,87,0.0,1,100,10
2010-03-03 16:51:55,Accepted-In Progress,Roger,1-331478885,87,119.32253472222222,1,100,10
2010-03-03 16:52:18,Accepted-Assigned,Piotr,1-331478885,87,0.0002662037037037037,1,100,10
2010-05-24 18:04:58,Accepted-Assigned,Piotr,1-331478885,87,82.05046296296297,1,100,10
2010-08-09 13:39:59,Accepted-Assigned,Henrik,1-331478885,87,76.8159837962963,1,100,10
2012-04-02 11:18:59,Accepted-In Progress,Katarzyna,1-331478885,87,601.9020833333333,1,100,10
2012-04-02 11:19:30,Accepted-Assigned,Katarzyna,1-331478885,87,0.0003587962962962963,1,100,10
2009-11-09 17:38:14,Queued-Awaiting Assignment,Ingela,1-332389008,88,0.0,1,50,5
2009-11-24 10:41:50,Accepted-In Progress,Ingela,1-332389008,88,14.710833333333333,1,50,5
2010-09-10 11:45:16,Accepted-Wait,Ingela,1-332389008,88,290.04405092592594,1,50,5
2011-03-28 12:52:46,Accepted-In Progress,Ingela,1-332389008,88,199.046875,1,50,5
2012-01-04 16:53:26,Accepted-Wait,Ingela,1-332389008,88,282.16712962962964,1,50,5
2012-04-13 14:41:36,Completed-Closed,Ingela,1-332389008,88,99.90844907407407,1,50,5
2009-11-12 14:41:27,Accepted-In Progress,Liesbet,1-333164156,89,0.0,1,150,15
2010-09-17 11:33:52,Accepted-In Progress,Liesbet,1-333164156,89,308.8697337962963,1,150,15
2010-11-12 20:22:19,Queued-Awaiting Assignment,Timothy,1-333164156,89,56.36697916666667,1,150,15
2010-11-23 16:10:22,Accepted-Assigned,Ian,1-333164156,89,10.825034722222222,1,150,15
2011-01-07 15:55:04,Accepted-Assigned,Alan,1-333164156,89,44.989375,1,150,15
2011-01-11 18:13:42,Accepted-Wait,Alan,1-333164156,89,4.096273148148148,1,150,15
2011-05-19 16:45:16,Accepted-In Progress,Lars,1-333164156,89,127.93858796296297,1,150,15
2011-05-19 16:49:04,Queued-Awaiting Assignment,Ibrahim,1-333164156,89,0.002638888888888889,1,150,15
2011-08-25 16:24:01,Accepted-In Progress,Ibrahim,1-333164156,89,97.98260416666666,1,150,15
2011-08-25 16:24:43,Queued-Awaiting Assignment,Ward,1-333164156,89,0.0004861111111111111,1,150,15
2011-08-25 16:25:33,Accepted-Assigned,Liesbet,1-333164156,89,0.0005787037037037037,1,150,15
2011-10-26 18:07:30,Accepted-In Progress,Liesbet,1-333164156,89,62.07079861111111,1,150,15
2012-03-30 12:45:20,Queued-Awaiting Assignment,Liesbet,1-333164156,89,155.77627314814814,1,150,15
2009-11-24 10:44:43,Accepted-In Progress,Joris,1-335260940,90,0.0,1,100,10
2009-11-30 11:45:01,Queued-Awaiting Assignment,Joris,1-335260940,90,6.041875,1,100,10
2010-03-14 14:40:26,Accepted-In Progress,Joris,1-335260940,90,104.12181712962963,1,100,10
2010-03-14 14:40:36,Unmatched-Unmatched,Joris,1-335260940,90,0.00011574074074074075,1,100,10
2012-01-18 15:26:41,Accepted-Assigned,Joris,1-335260940,90,675.0320023148148,1,100,10
2009-12-04 13:10:14,Unmatched-Unmatched,Lars,1-337229341,91,0.0,1,200,20
2010-11-29 12:52:49,Accepted-Assigned,Lars,1-337229341,91,359.9879050925926,1,200,20
2012-04-14 18:22:00,Accepted-In Progress,Lars,1-337229341,91,502.22859953703704,1,200,20
2012-04-14 18:22:21,Accepted-Wait,Lars,1-337229341,91,0.00024305555555555555,1,200,20
2009-12-14 15:29:17,Accepted-In Progress,Andre,1-338946805,4,0.0,1,150,15
2012-01-10 10:32:43,Accepted-In Progress,Andre,1-338946805,4,756.794050925926,1,150,15
2012-01-10 10:33:57,Queued-Awaiting Assignment,Andre,1-338946805,4,0.0008564814814814815,1,150,15
2009-12-16 13:59:24,Accepted-In Progress,Minnie,1-339798202,4,0.0,1,150,15
2012-03-15 13:21:25,Accepted-In Progress,Minnie,1-339798202,4,819.9736226851852,1,150,15
2012-03-15 13:21:47,Queued-Awaiting Assignment,Minnie,1-339798202,4,0.0002546296296296296,1,150,15
2009-12-16 21:47:26,Accepted-In Progress,Kenny,1-339889001,4,0.0,1,200,20
2012-03-14 14:04:51,Accepted-In Progress,Kenny,1-339889001,4,818.6787615740741,1,200,20
2012-03-14 14:07:29,Accepted-Wait,Kenny,1-339889001,4,0.0018287037037037037,1,200,20
2009-12-22 10:09:31,Accepted-In Progress,Jüri,1-340984229,42,0.0,1,100,10
2009-12-22 10:25:22,Unmatched-Unmatched,Jüri,1-340984229,42,0.011006944444444444,1,100,10
2012-02-01 13:38:06,Accepted-Assigned,Jüri,1-340984229,42,771.1338425925926,1,100,10
2009-12-22 11:56:03,Accepted-Wait,Jüri,1-341002175,33,0.0,1,150,15
2012-02-01 13:39:50,Accepted-In Progress,Jüri,1-341002175,33,771.0720717592593,1,150,15
2012-02-01 13:40:25,Queued-Awaiting Assignment,Jüri,1-341002175,33,0.0004050925925925926,1,150,15
2010-01-05 17:42:20,Accepted-In Progress,Lena,1-342442140,1,0.0,1,100,10
2012-03-20 17:14:00,Accepted-Assigned,Lena,1-342442140,1,804.980324074074,1,100,10
2010-01-14 11:34:54,Accepted-In Progress,Tomas,1-345132462,92,0.0,1,50,20
2010-01-27 11:43:29,Accepted-Wait,Tomas,1-345132462,92,13.005960648148148,1,50,20
2010-02-03 11:20:05,Accepted-Assigned,Tomas,1-345132462,92,6.98375,1,50,20
2010-02-22 09:33:08,Accepted-Wait,Tomas,1-345132462,92,18.925729166666667,1,50,20
2011-09-02 01:17:47,Accepted-In Progress,Tomas,1-345132462,92,556.6560069444445,1,50,20
2012-02-01 11:24:17,Accepted-In Progress,Carrie,1-345132462,92,152.42118055555557,1,50,20
2012-02-01 11:24:59,Accepted-Wait,Carrie,1-345132462,92,0.0004861111111111111,1,50,20
2010-01-14 16:02:21,Accepted-In Progress,Mats,1-345255471,31,0.0,1,50,5
2010-01-15 16:10:22,Queued-Awaiting Assignment,Mats,1-345255471,31,1.0055671296296296,1,50,5
2011-09-23 16:06:05,Queued-Awaiting Assignment,Mats,1-345255471,31,615.9970254629629,1,50,5
2012-02-08 09:11:21,Accepted-In Progress,Mats,1-345255471,31,137.71199074074073,1,50,5
2012-02-08 09:14:29,Completed-Closed,Mats,1-345255471,31,0.0021759259259259258,1,50,5
2010-01-21 17:42:26,Accepted-In Progress,Daniel,1-347461373,4,0.0,1,200,20
2012-04-11 17:38:17,Accepted-In Progress,Daniel,1-347461373,4,810.9971180555556,1,200,20
2012-04-11 17:39:02,Accepted-Wait,Daniel,1-347461373,4,0.0005208333333333333,1,200,20
2010-01-25 08:44:36,Accepted-In Progress,Ann,1-347924629,14,0.0,1,100,10
2011-12-16 11:26:27,Accepted-Assigned,Ann,1-347924629,14,690.1123958333334,1,100,10
2012-03-30 14:09:18,Accepted-Wait,Ann,1-347924629,14,105.11309027777777,1,100,10
2012-03-30 14:24:18,Accepted-Assigned,Ann,1-347924629,14,0.010416666666666666,1,100,10
2010-01-25 10:19:08,Accepted-In Progress,Roger,1-347923966,71,0.0,1,50,5
2010-02-08 12:41:12,Accepted-Assigned,Roger,1-347923966,71,14.098657407407407,1,50,5
2010-03-03 16:54:09,Accepted-In Progress,Roger,1-347923966,71,23.17565972222222,1,50,5
2010-03-03 16:54:25,Accepted-Assigned,Barbara,1-347923966,71,0.00018518518518518518,1,50,5
2012-03-28 15:39:46,Accepted-In Progress,Barbara,1-347923966,71,755.9481597222223,1,50,5
2012-03-28 15:39:49,Completed-Closed,Barbara,1-347923966,71,3.472222222222222e-05,1,50,5
2010-01-27 14:58:09,Accepted-In Progress,Anders,1-349857482,1,0.0,1,150,15
2012-02-29 13:20:13,Queued-Awaiting Assignment,Anders,1-349857482,1,762.9319907407407,1,150,15
2010-02-02 16:50:20,Accepted-In Progress,Daniel,1-351187625,4,0.0,1,50,5
2012-04-11 17:39:33,Accepted-In Progress,Daniel,1-351187625,4,799.0341782407407,1,50,5
2012-04-11 17:40:09,Completed-Closed,Daniel,1-351187625,4,0.0004166666666666667,1,50,5
2010-02-03 10:34:32,Accepted-In Progress,Ewa,1-351314317,2,0.0,1,150,15
2010-02-03 10:45:18,Queued-Awaiting Assignment,Ewa,1-351314317,2,0.007476851851851852,1,150,15
2010-02-03 11:40:51,Accepted-In Progress,Ewa,1-351314317,2,0.03857638888888889,1,150,15
2010-02-03 11:40:58,Accepted-Assigned,Ewa,1-351314317,2,8.101851851851852e-05,1,150,15
2011-12-20 23:25:19,Accepted-In Progress,Ewa,1-351314317,2,685.4891319444445,1,150,15
2012-01-03 14:13:02,Queued-Awaiting Assignment,Ewa,1-351314317,2,13.616469907407408,1,150,15
2010-02-05 11:00:12,Accepted-In Progress,Carrie,1-351869391,4,0.0,1,250,20
2012-02-23 15:34:50,Accepted-In Progress,Carrie,1-351869391,4,748.1907175925926,1,250,20
2012-02-23 15:37:00,Accepted-Wait,Carrie,1-351869391,4,0.0015046296296296296,1,250,20
2010-02-12 15:00:54,Queued-Awaiting Assignment,Martin,1-353818791,22,0.0,1,50,5
2010-02-12 15:01:08,Accepted-In Progress,Martin,1-353818791,22,0.00016203703703703703,1,50,5
2010-10-28 20:15:39,Queued-Awaiting Assignment,Martin,1-353818791,22,258.21841435185183,1,50,5
2010-10-29 18:11:03,Accepted-In Progress,Björn,1-353818791,22,0.9134722222222222,1,50,5
2012-04-04 16:41:41,Completed-Closed,Björn,1-353818791,22,522.9379398148149,1,50,5
2010-02-15 08:41:51,Accepted-In Progress,Carolyn,1-354039443,20,0.0,1,100,10
2010-02-15 08:48:52,Accepted-In Progress,Carolyn,1-354039443,20,0.004872685185185185,1,100,10
2010-02-15 13:10:30,Accepted-Assigned,Carolyn,1-354039443,20,0.1816898148148148,1,100,10
2011-12-28 16:05:47,Accepted-In Progress,Ewa,1-354039443,20,681.121724537037,1,100,10
2012-01-30 13:29:51,Accepted-Assigned,Ewa,1-354039443,20,32.89171296296296,1,100,10
2010-02-15 10:33:11,Accepted-In Progress,Roger,1-354090772,93,0.0,1,100,10
2010-02-15 10:34:41,Accepted-Wait,Roger,1-354090772,93,0.0010416666666666667,1,100,10
2010-03-02 14:59:28,Accepted-In Progress,Roger,1-354090772,93,15.183877314814815,1,100,10
2010-03-02 15:01:04,Queued-Awaiting Assignment,Henrik,1-354090772,93,0.0011111111111111111,1,100,10
2010-03-02 15:07:11,Accepted-In Progress,Henrik,1-354090772,93,0.004247685185185185,1,100,10
2010-03-02 15:07:48,Accepted-Assigned,Ewa,1-354090772,93,0.00042824074074074075,1,100,10
2010-03-02 15:11:18,Accepted-Wait,Ewa,1-354090772,93,0.0024305555555555556,1,100,10
2011-04-11 09:48:47,Accepted-Assigned,Katarzyna,1-354090772,93,404.7760300925926,1,100,10
2011-04-11 10:08:44,Accepted-Assigned,Damian,1-354090772,93,0.013854166666666667,1,100,10
2011-11-23 12:55:49,Accepted-Wait,Damian,1-354090772,93,226.11603009259258,1,100,10
2012-01-19 09:56:20,Accepted-Assigned,Damian,1-354090772,93,56.8753587962963,1,100,10
2010-02-16 12:03:41,Accepted-Wait,Tomas,1-354350908,74,0.0,1,150,15
2011-09-02 01:16:31,Accepted-In Progress,Tomas,1-354350908,74,562.5505787037036,1,150,15
2012-01-20 09:40:03,Accepted-In Progress,Carrie,1-354350908,74,140.34967592592594,1,150,15
2012-01-20 09:40:20,Queued-Awaiting Assignment,Carrie,1-354350908,74,0.00019675925925925926,1,150,15
2010-02-16 12:04:37,Accepted-Wait,Tomas,1-354376900,74,0.0,1,100,10
2011-09-02 01:16:15,Accepted-In Progress,Tomas,1-354376900,74,562.5497453703704,1,100,10
2012-02-01 11:16:03,Accepted-In Progress,Carrie,1-354376900,74,152.4165277777778,1,100,10
2012-02-01 11:16:53,Accepted-Assigned,Carrie,1-354376900,74,0.0005787037037037037,1,100,10
2010-02-23 14:10:59,Accepted-In Progress,Henrik,1-356055231,94,0.0,1,200,20
2010-02-23 14:13:19,Accepted-Wait,Henrik,1-356055231,94,0.0016203703703703703,1,200,20
2011-11-28 09:20:33,Accepted-Assigned,Damian,1-356055231,94,635.7733217592593,1,200,20
2010-03-02 14:46:47,Accepted-In Progress,Katarzyna,1-356055231,94,0.0019212962962962964,1,200,20
2010-03-02 14:46:58,Accepted-Wait,Katarzyna,1-356055231,94,0.0001273148148148148,1,200,20
2010-03-02 14:44:01,Queued-Awaiting Assignment,Henrik,1-356055231,94,7.021319444444444,1,200,20
2011-11-28 09:20:57,Accepted-Wait,Damian,1-356055231,94,0.0002777777777777778,1,200,20
2012-01-19 09:59:01,Accepted-Wait,Damian,1-356055231,94,52.026435185185186,1,200,20
2010-02-26 14:39:44,Accepted-In Progress,Carolyn,1-356879617,95,0.0,1,50,20
2010-02-26 19:12:06,Accepted-Assigned,Carolyn,1-356879617,95,0.00010416666666666667,1,50,20
2010-02-26 19:04:51,Accepted-In Progress,Naga,1-356879617,95,0.1797800925925926,1,50,20
2010-02-26 19:08:30,Accepted-In Progress,Naga,1-356879617,95,0.002534722222222222,1,50,20
2010-02-26 19:09:05,Accepted-In Progress,Naga,1-356879617,95,0.0004050925925925926,1,50,20
2010-02-26 19:09:42,Accepted-In Progress,Naga,1-356879617,95,0.00042824074074074075,1,50,20
2010-02-26 19:11:57,Accepted-In Progress,Naga,1-356879617,95,0.0015625,1,50,20
2010-02-26 14:45:58,Queued-Awaiting Assignment,Carolyn,1-356879617,95,0.0043287037037037035,1,50,20
2012-01-19 11:01:46,Accepted-In Progress,Ewa,1-356879617,95,691.6594907407407,1,50,20
2012-01-19 11:02:07,Accepted-Wait,Ewa,1-356879617,95,0.00024305555555555555,1,50,20
2010-03-01 07:54:12,Accepted-In Progress,Carolyn,1-357087417,2,0.0,1,200,20
2010-03-01 13:00:54,Accepted-Assigned,Carolyn,1-357087417,2,0.004895833333333334,1,200,20
2010-03-01 12:53:51,Accepted-In Progress,Naga,1-357087417,2,0.2009027777777778,1,200,20
2010-03-01 08:04:33,Queued-Awaiting Assignment,Carolyn,1-357087417,2,0.0071875,1,200,20
2011-12-28 17:01:17,Accepted-In Progress,Ewa,1-357087417,2,667.1669328703704,1,200,20
2012-01-30 13:30:21,Accepted-Wait,Ewa,1-357087417,2,32.85351851851852,1,200,20
2010-03-02 12:41:18,Accepted-In Progress,Reine,1-357610411,3,0.0,1,50,5
2010-09-19 10:21:17,Accepted-Wait,Reine,1-357610411,3,200.9027662037037,1,50,5
2012-02-01 17:42:48,Completed-Closed,Reine,1-357610411,3,500.3066087962963,1,50,5
2010-03-03 20:25:03,Accepted-In Progress,Daniel,1-358038911,96,0.0,1,200,20
2010-03-11 16:44:02,Unmatched-Unmatched,Daniel,1-358038911,96,7.846516203703704,1,200,20
2010-08-16 12:54:31,Accepted-In Progress,Daniel,1-358038911,96,157.84061342592594,1,200,20
2010-08-16 13:13:10,Accepted-Wait,Daniel,1-358038911,96,0.012951388888888889,1,200,20
